X,Y,co_v0_j1__v0_j0,co_v0_j2__v0_j1,co_v0_j3__v0_j2
0,0,0.8539783012708861,0.9490194630598837,0.8480872167762505
0,1,0.8234826691796127,0.9693236020778969,0.92106754202222
0,2,0.8755009267569558,0.7653341960107345,0.8688274204602306
0,3,0.9280534724621038,0.8446430431688448,0.8936116764901961
0,4,1.192213009966945,0.6716240329467584,0.8644444857047726
0,5,1.5270693345993283,1.036125526565653,0.6498355331390685
0,6,1.859296474207184,0.8594959162363206,0.615465267806476
0,7,1.907510071991056,0.8605518985045694,0.43828370378500175
0,8,1.6356370792850001,0.9450561013867672,0.6006256455170955
0,9,1.4642647184479418,0.7603311043477471,0.3394939349864914
0,10,0.9786293340718066,0.7513492243767768,0.7202253821363943
0,11,0.9987412846434911,0.642381049257031,0.7333847944823949
0,12,0.8616342115666725,0.7880851674975791,0.7195143180112661
0,13,0.566848112509551,0.642296602142523,0.6718839408721169
0,14,0.5144187953993358,0.7816415570091031,0.6414652947874564
1,0,0.9371324130997941,1.0489573478472018,0.7513255836657249
1,1,0.663292690751133,0.8687591091515697,1.0596971113535412
1,2,0.8113370822551178,0.8716838493957926,1.0265711451503996
1,3,0.6649377819569936,0.7079715403704507,0.9442084149971635
1,4,0.6579254769316093,0.5048101994537123,1.1049219367853944
1,5,1.1291551458457265,0.7499924900496003,0.9228153782284283
1,6,2.4798803938209018,1.1992581210461943,0.7743332967740367
1,7,2.0109693199817777,1.0287577026005934,0.5146394717346021
1,8,2.093110701698648,1.463322656321363,0.5095792693690022
1,9,1.41280069097889,1.0520877050764692,0.6865582053910202
1,10,1.1276087063250724,0.904221727713175,0.48089545808044737
1,11,0.9683038095606806,0.6802788896339833,0.6090087277551172
1,12,0.5750178851049268,0.6231898813336975,0.7100393984387763
1,13,0.7074107146182129,0.6291881359515211,0.8264990682444241
1,14,0.6440149693371798,0.7726215256714458,0.8107592705432253
2,0,1.0562798847021906,0.6727694277191018,0.8553650776481523
2,1,0.541707436572713,0.7983088049127031,0.9048941255359633
2,2,0.9058497193450725,0.9559284268687079,0.7939400564210747
2,3,0.7018316064607975,0.5004475380060234,0.4397437883206208
2,4,0.6457889080107133,0.5803869077588658,0.6535572609372656
2,5,0.7619264500298508,0.9845388995479043,0.8179270375940431
2,6,2.465060689147187,1.4940746453082228,1.0015485499184758
2,7,1.8928845651814623,1.037837741830185,0.4860985336323325
2,8,2.6427553574576526,1.5352591495159031,0.5098644523212787
2,9,0.9229747691109306,0.6756417815702218,0.6766303994215802
2,10,1.7272146375462294,1.1862275946767131,0.752253906176445
2,11,1.163203266276452,1.046184302133843,0.670711002569323
2,12,0.9256992895694836,0.6709836621733306,0.6503583582993502
2,13,0.658004182593023,0.3772807937269091,0.7172634694522606
2,14,0.6609674145037138,0.6853799633123518,0.7100824118767449
3,0,0.9739648687304906,0.6601649348985178,0.8187529991981659
3,1,0.9658963253815277,0.8039524316258195,1.063652663636537
3,2,1.0094535949142636,1.006520635953998,1.211670583581789
3,3,0.7175501577936474,0.6628398548237222,1.1293737600995222
3,4,0.8404455530737766,0.9146957281810923,1.1549284096687678
3,5,0.9583044676816823,0.75472973166671,0.8299340397628705
3,6,2.527052812252738,1.60251684297656,1.130010166580716
3,7,2.090760457218494,1.2494311595951968,0.49802341321359084
3,8,2.429484448321172,1.610636960477248,0.6474572245201007
3,9,1.2845087596024898,0.9913445328688993,0.5504530831862314
3,10,0.8079485415361695,0.9146339375273265,0.7327801920507031
3,11,0.6222559905826169,0.6237735989676908,0.5710851518422829
3,12,0.5123537957897297,0.425004247677477,0.7575828914129006
3,13,0.694934286598177,0.616188456816951,0.5815560543286848
3,14,0.6088727062947308,0.5653482183524793,0.6596566969685702
4,0,1.014274261161097,0.7614042534498526,0.8162743264064433
4,1,1.032621013751617,0.7764462183443855,0.666751810328909
4,2,1.68802234573456,1.2749948128422162,0.8587957031001486
4,3,1.3724813239113927,0.9056792199601134,0.5795176061146295
4,4,1.0809237933152682,0.7344503634012169,0.6207985719496669
4,5,1.442698989860416,1.0040900798691672,0.744756518278427
4,6,2.8423376178856614,1.9126353343577593,0.8262327382049174
4,7,2.0372511328183465,1.203308055791177,0.5699288834485055
4,8,2.639158770373175,1.8200320598615338,0.8946494685194822
